age,gender,job_role,experience_years,company_size,work_mode,work_hours_per_week,overtime_hours,meetings_per_day,deadlines_missed,job_satisfaction,manager_support,work_life_balance,sleep_hours,physical_activity_days,screen_time_hours,caffeine_intake,social_support_score,has_therapy,stress_level,anxiety_score,depression_score,burnout_score,burnout_level,seeks_professional_help
27,Male,Software Engineer,3.0,Startup,Onsite,47.0,4.0,0.0,0,4.2,4.0,3.5,7.0,4,10.5,3,7.6,0,6.8,3.6,3.5,1.8,Low,0
53,Male,Software Engineer,4.6,Startup,Hybrid,49.0,11.0,5.0,1,6.8,6.4,5.8,7.2,2,9.4,2,6.4,0,5.5,3.5,2.8,1.6,Low,0
25,Female,QA Engineer,8.8,Startup,Hybrid,50.0,4.0,8.0,4,6.5,5.3,6.9,6.7,4,8.3,2,5.5,0,4.7,3.9,1.0,1.7,Low,0
32,Female,Frontend Developer,9.6,Startup,Hybrid,41.0,7.0,3.0,1,9.3,6.3,4.0,7.2,0,11.9,1,5.7,0,6.0,5.3,2.8,1.5,Low,0
38,Male,DevOps,0.4,Mid-size,Onsite,49.0,4.0,6.0,1,9.5,2.8,6.1,4.6,2,8.0,3,2.9,0,5.5,5.6,3.1,3.0,Low,0
45,Male,Software Engineer,0.0,MNC,Hybrid,43.0,5.0,9.0,0,4.5,8.4,7.9,6.3,6,6.6,0,4.4,0,4.1,2.9,2.8,1.0,Low,0
26,Female,Data Scientist,5.3,MNC,Remote,55.0,0.0,5.0,2,7.1,10.0,2.8,8.2,6,8.8,2,7.7,0,5.1,1.5,2.1,1.0,Low,0
27,Non-binary,Product Manager,0.0,Mid-size,Hybrid,40.0,0.0,2.0,0,7.6,3.7,6.2,5.9,5,10.1,3,7.4,0,5.1,3.5,2.6,1.0,Low,0
43,Male,Backend Developer,3.6,Large,Remote,42.0,10.0,4.0,0,10.0,8.4,2.1,6.0,1,7.5,5,5.1,1,4.6,3.3,1.1,1.0,Low,0
32,Male,Frontend Developer,7.6,Startup,Hybrid,50.0,4.0,3.0,2,5.6,4.1,6.5,7.3,1,8.7,5,4.1,1,5.0,5.8,3.0,1.4,Low,0
37,Female,Product Manager,5.5,Large,Remote,36.0,6.0,5.0,2,7.2,6.2,8.3,6.5,3,7.3,1,8.9,1,2.9,2.9,1.0,1.0,Low,0
54,Male,Data Scientist,3.3,Large,Onsite,52.0,7.0,5.0,3,2.4,6.0,5.9,8.0,3,5.4,3,8.5,1,6.0,3.4,3.9,1.8,Low,0
30,Male,DevOps,8.6,MNC,Remote,53.0,1.0,0.0,1,7.0,6.2,4.9,6.2,3,9.3,5,1.5,0,5.5,5.9,2.6,1.0,Low,0
27,Male,Data Scientist,9.6,Startup,Remote,48.0,12.0,6.0,2,1.0,3.0,7.7,6.2,6,6.8,1,6.9,0,6.7,3.1,5.1,2.8,Low,0
37,Female,Backend Developer,8.3,MNC,Hybrid,53.0,8.0,8.0,2,7.5,5.9,7.6,4.4,5,7.9,3,7.2,1,4.7,3.1,1.0,1.3,Low,0
50,Female,Data Scientist,6.9,Mid-size,Remote,42.0,12.0,0.0,3,3.3,5.3,8.4,7.3,2,4.6,1,4.9,1,6.1,4.3,1.7,1.0,Low,0
24,Male,Product Manager,4.3,MNC,Hybrid,50.0,6.0,3.0,1,3.4,5.3,8.7,4.7,0,7.6,2,4.7,0,4.9,3.4,3.9,1.8,Low,0
41,Male,Software Engineer,4.5,MNC,Remote,57.0,0.0,4.0,0,4.4,4.4,6.6,4.1,3,9.2,5,9.4,0,5.8,2.5,2.0,1.0,Low,0
40,Female,ML Engineer,8.1,Mid-size,Hybrid,39.0,11.0,6.0,1,1.7,4.1,4.2,5.6,0,11.0,2,6.7,0,7.2,6.5,5.5,2.6,Low,0
47,Female,Backend Developer,5.5,MNC,Onsite,40.0,5.0,5.0,0,7.5,6.2,1.0,6.9,6,6.5,2,5.0,0,7.5,4.2,3.5,2.8,Low,1
24,Female,Backend Developer,6.3,MNC,Hybrid,47.0,3.0,2.0,2,7.4,6.2,7.4,7.5,0,8.2,1,5.0,0,4.5,4.4,2.6,1.9,Low,1
40,Male,QA Engineer,2.9,Startup,Hybrid,58.0,7.0,6.0,1,5.8,3.0,4.8,6.8,3,8.8,3,6.9,1,6.8,4.1,2.7,2.0,Low,0
41,Female,ML Engineer,5.6,Large,Hybrid,52.0,9.0,6.0,0,6.1,6.0,5.4,7.5,3,7.8,1,5.3,0,5.9,4.2,2.8,2.4,Low,0
53,Female,Data Scientist,11.2,Large,Onsite,33.0,7.0,4.0,0,4.1,7.4,3.9,8.5,4,7.7,4,4.5,1,3.5,4.0,1.0,1.0,Low,0
28,Male,Frontend Developer,3.8,MNC,Hybrid,48.0,6.0,3.0,0,5.7,4.5,6.4,7.0,3,6.4,3,5.9,0,4.8,3.7,2.6,2.4,Low,0
54,Female,Product Manager,3.6,Startup,Onsite,49.0,4.0,5.0,1,6.7,3.2,6.6,4.7,2,9.2,2,7.6,0,7.0,4.5,3.8,3.4,Low,0
39,Male,DevOps,7.7,Large,Remote,43.0,13.0,4.0,0,3.9,3.3,6.1,6.1,4,10.4,0,5.1,0,6.3,5.4,3.7,2.4,Low,0
22,Male,Product Manager,0.4,Mid-size,Hybrid,44.0,3.0,3.0,1,4.8,2.0,4.8,5.5,0,6.0,1,1.9,0,6.8,6.1,5.6,2.5,Low,0
32,Male,Software Engineer,6.2,Startup,Onsite,48.0,7.0,4.0,0,4.3,3.1,3.3,6.2,1,7.4,4,2.7,0,7.1,6.4,3.9,4.1,Moderate,1
49,Male,Data Scientist,6.1,Large,Hybrid,50.0,1.0,3.0,2,4.6,7.1,4.4,3.6,1,6.6,4,3.2,0,5.6,5.5,3.8,2.3,Low,0
46,Female,ML Engineer,2.7,Large,Remote,56.0,9.0,1.0,2,6.8,1.0,1.3,6.0,3,4.8,2,6.9,0,9.3,6.1,5.9,5.9,Moderate,1
44,Female,Product Manager,2.7,MNC,Hybrid,53.0,7.0,3.0,1,9.7,6.4,3.1,5.4,6,9.1,1,1.6,0,7.4,5.3,3.3,3.2,Low,0
52,Male,Data Scientist,2.8,Startup,Hybrid,45.0,10.0,3.0,2,7.2,7.1,2.5,6.1,4,9.0,5,3.1,0,7.3,5.8,4.6,2.9,Low,0
51,Female,ML Engineer,8.2,Startup,Remote,58.0,0.0,4.0,5,3.3,6.7,4.8,6.2,1,9.5,2,1.6,0,6.0,5.7,3.9,3.5,Low,0
28,Female,Frontend Developer,5.0,MNC,Hybrid,43.0,7.0,4.0,0,3.7,5.1,4.7,5.9,5,9.5,0,7.0,0,5.8,4.2,4.1,1.5,Low,0
37,Female,Data Scientist,3.4,MNC,Remote,41.0,7.0,4.0,2,2.0,3.1,7.6,8.4,3,8.1,1,8.3,0,5.0,2.6,1.4,1.0,Low,0
47,Female,Frontend Developer,6.1,Startup,Onsite,61.0,8.0,5.0,2,7.9,7.2,6.1,6.2,6,8.3,2,7.4,0,5.8,2.4,1.4,1.9,Low,0
23,Male,Frontend Developer,4.0,Startup,Hybrid,50.0,6.0,1.0,1,8.4,9.0,7.7,8.7,5,6.9,1,7.7,1,3.0,2.3,1.0,1.0,Low,0
22,Female,Data Scientist,5.4,Startup,Remote,51.0,4.0,1.0,1,7.9,2.1,7.5,7.0,0,8.0,2,4.7,1,6.2,6.9,2.9,2.6,Low,0
33,Female,Data Scientist,13.2,MNC,Hybrid,43.0,3.0,4.0,1,4.8,8.6,5.5,7.0,6,10.9,2,8.8,0,3.7,1.0,1.6,1.0,Low,0
26,Male,Software Engineer,5.1,Large,Remote,46.0,6.0,5.0,1,7.5,5.7,3.2,7.2,1,7.7,2,5.2,0,7.4,5.5,4.3,3.7,Moderate,0
53,Female,Frontend Developer,8.0,Mid-size,Hybrid,46.0,9.0,2.0,2,2.6,4.6,3.3,5.2,3,8.1,3,3.7,1,8.6,6.5,4.7,4.3,Moderate,0
30,Female,Product Manager,1.2,Mid-size,Hybrid,46.0,5.0,3.0,0,5.8,5.6,4.4,6.4,3,4.5,3,5.3,0,7.6,5.1,3.5,2.9,Low,0
40,Female,DevOps,1.6,MNC,Onsite,51.0,10.0,0.0,1,4.6,6.1,5.6,6.2,3,10.4,2,4.8,0,5.9,5.2,3.7,2.9,Low,0
37,Male,Software Engineer,3.2,Startup,Remote,51.0,4.0,4.0,1,6.4,5.2,4.5,4.7,0,9.8,3,3.4,0,6.5,7.0,3.6,3.5,Low,0
24,Female,Software Engineer,9.5,Mid-size,Remote,40.0,0.0,6.0,3,4.4,5.2,4.3,6.1,0,8.7,2,3.5,0,4.5,3.5,2.7,1.0,Low,0
41,Female,Frontend Developer,5.6,Large,Hybrid,34.0,3.0,4.0,2,3.0,7.4,6.8,7.6,2,6.6,2,6.5,0,1.5,2.9,1.0,1.0,Low,0
45,Male,Software Engineer,10.8,Large,Remote,42.0,5.0,4.0,4,3.9,7.5,6.7,5.8,0,6.7,2,6.5,1,4.5,4.5,1.4,1.0,Low,0
54,Female,Backend Developer,7.5,Mid-size,Hybrid,51.0,11.0,2.0,5,5.0,5.8,6.6,9.0,3,8.5,1,4.4,0,4.9,4.1,1.4,1.0,Low,0
45,Male,Data Scientist,7.3,Mid-size,Remote,38.0,6.0,4.0,1,3.5,5.4,4.2,6.8,2,7.4,0,2.4,0,6.5,5.9,3.3,1.0,Low,0
32,Male,Software Engineer,5.6,Mid-size,Remote,45.0,7.0,0.0,0,5.6,4.6,2.7,5.9,1,9.3,5,4.5,0,8.4,5.6,5.1,4.6,Moderate,0
29,Non-binary,Software Engineer,0.0,Mid-size,Onsite,42.0,6.0,4.0,1,3.7,7.3,4.3,6.9,3,8.4,3,2.9,0,3.2,5.2,3.8,1.0,Low,0
41,Female,Data Scientist,0.5,Large,Remote,47.0,7.0,4.0,0,8.3,10.0,7.3,7.1,5,8.8,3,5.8,1,3.2,3.6,1.0,1.0,Low,0
46,Female,Product Manager,0.7,Large,Remote,45.0,1.0,3.0,0,5.4,4.7,5.4,5.3,3,5.2,1,6.5,0,3.9,3.9,2.8,1.0,Low,0
46,Female,ML Engineer,4.3,Startup,Hybrid,46.0,4.0,5.0,0,6.1,7.5,3.9,4.6,2,6.7,1,4.8,0,5.8,4.1,3.1,2.2,Low,0
50,Male,ML Engineer,10.9,MNC,Remote,47.0,1.0,3.0,0,3.2,1.3,5.7,5.9,3,9.1,1,6.2,0,5.2,4.5,2.6,1.8,Low,0
39,Male,DevOps,4.3,Startup,Onsite,38.0,7.0,4.0,1,4.4,7.8,4.9,5.7,1,7.9,1,7.7,0,4.6,2.3,1.4,1.0,Low,0
39,Male,Data Scientist,6.5,Startup,Onsite,45.0,7.0,4.0,2,6.9,1.8,6.0,7.8,1,9.0,2,7.4,1,5.7,3.4,1.1,2.3,Low,0
23,Male,Data Scientist,4.3,Large,Hybrid,49.0,2.0,7.0,1,4.1,8.2,5.1,6.4,2,7.7,2,4.0,0,6.0,5.2,4.9,2.2,Low,0
37,Male,DevOps,8.2,MNC,Remote,50.0,6.0,3.0,0,4.8,1.1,5.2,8.6,1,9.8,3,5.3,1,6.1,4.6,1.2,2.1,Low,0
54,Male,Product Manager,1.9,Large,Hybrid,45.0,1.0,4.0,0,2.6,1.0,4.0,5.8,0,11.0,0,3.2,0,6.3,7.1,4.0,3.3,Low,0
25,Female,Data Scientist,3.9,Large,Hybrid,50.0,8.0,5.0,0,3.5,9.3,6.4,5.7,2,6.4,3,7.2,0,5.9,3.6,4.1,1.0,Low,0
54,Male,Software Engineer,6.5,MNC,Remote,52.0,4.0,2.0,2,3.1,7.9,2.9,5.3,3,3.7,0,6.5,1,6.1,4.4,3.4,1.7,Low,0
35,Male,Data Scientist,4.0,MNC,Hybrid,60.0,4.0,6.0,0,3.5,6.0,6.2,6.4,1,8.6,2,5.1,0,5.1,4.9,4.1,1.4,Low,0
42,Non-binary,QA Engineer,6.0,MNC,Onsite,37.0,8.0,1.0,0,9.6,8.7,3.9,3.4,2,9.4,3,3.9,0,6.2,5.9,3.5,2.5,Low,0
41,Male,Data Scientist,7.4,Large,Remote,47.0,7.0,0.0,0,4.3,6.7,7.5,7.3,2,10.6,3,5.7,0,3.7,4.9,1.7,1.0,Low,0
29,Male,Software Engineer,1.8,Startup,Remote,50.0,4.0,4.0,0,4.4,5.2,1.0,6.7,3,5.9,4,10.0,0,6.6,2.3,2.2,2.6,Low,0
28,Male,Software Engineer,6.4,Mid-size,Hybrid,38.0,5.0,3.0,2,5.4,7.3,7.5,7.4,0,11.2,2,4.8,0,3.0,2.8,1.3,1.0,Low,0
24,Female,Software Engineer,6.3,Large,Remote,48.0,11.0,4.0,0,3.9,5.8,5.6,5.4,2,8.2,2,5.7,1,6.5,5.0,4.0,2.2,Low,0
38,Female,Software Engineer,6.8,Large,Remote,42.0,5.0,5.0,1,6.9,7.0,6.1,5.3,0,6.7,3,7.2,0,4.5,3.5,2.1,1.0,Low,0
54,Male,Software Engineer,4.5,MNC,Onsite,63.0,5.0,5.0,0,6.0,5.9,7.2,5.7,3,8.1,3,5.5,0,5.6,3.6,2.0,2.2,Low,0
33,Female,Product Manager,6.1,Startup,Onsite,53.0,7.0,6.0,0,8.7,7.5,3.9,5.8,2,9.5,2,4.6,1,6.9,6.1,2.3,3.3,Low,0
43,Female,Software Engineer,7.4,Large,Hybrid,42.0,8.0,6.0,5,6.7,9.1,5.0,5.6,2,8.5,2,5.8,0,4.3,4.9,2.2,1.0,Low,0
43,Male,Software Engineer,2.7,MNC,Hybrid,41.0,14.0,2.0,0,1.3,8.6,5.7,7.1,0,8.8,1,3.8,0,5.1,4.6,2.5,1.0,Low,0
51,Female,Backend Developer,5.0,Mid-size,Remote,38.0,4.0,7.0,1,2.6,5.6,7.0,5.4,2,11.6,2,6.7,0,5.2,5.1,3.4,1.0,Low,0
29,Non-binary,Software Engineer,7.1,Large,Remote,53.0,7.0,3.0,1,6.7,4.4,5.9,7.7,2,6.6,4,5.0,1,5.3,4.1,1.7,1.0,Low,0
48,Female,Frontend Developer,6.4,Large,Remote,47.0,4.0,5.0,3,2.6,5.4,6.8,4.8,3,3.6,5,4.9,0,6.8,5.1,5.1,1.6,Low,0
48,Female,Software Engineer,6.1,MNC,Remote,38.0,6.0,4.0,0,7.4,5.4,6.2,7.9,0,6.8,1,6.1,0,4.0,3.2,1.6,1.0,Low,0
42,Male,Frontend Developer,4.4,Startup,Remote,50.0,9.0,4.0,1,5.4,5.6,2.8,8.5,0,7.6,2,5.1,0,7.2,6.9,4.9,3.6,Moderate,0
51,Male,Backend Developer,4.5,Mid-size,Hybrid,53.0,10.0,5.0,0,6.9,5.7,4.9,5.4,5,6.3,2,6.2,0,7.1,4.9,4.4,3.8,Moderate,0
54,Female,Software Engineer,3.6,Mid-size,Remote,41.0,6.0,3.0,0,6.3,6.4,4.2,5.4,2,5.9,1,9.7,0,5.8,2.0,1.9,1.0,Low,0
49,Male,Data Scientist,7.7,Large,Onsite,49.0,0.0,1.0,0,5.1,3.8,4.9,5.8,0,6.4,1,6.3,0,5.6,4.3,3.1,1.0,Low,0
54,Female,Data Scientist,2.7,Mid-size,Hybrid,52.0,4.0,2.0,0,6.1,7.2,4.6,7.7,4,6.6,0,2.9,0,6.0,4.8,2.4,2.7,Low,0
26,Female,Product Manager,4.6,Large,Onsite,59.0,9.0,6.0,3,4.5,4.5,9.0,6.5,2,8.9,1,7.7,0,5.3,3.8,3.4,1.5,Low,1
40,Female,Product Manager,5.9,Mid-size,Remote,48.0,9.0,3.0,1,6.4,4.1,4.4,7.0,4,5.2,3,5.9,0,5.5,3.1,2.5,2.3,Low,0
25,Male,Software Engineer,5.5,Large,Onsite,44.0,3.0,6.0,0,4.5,6.4,6.0,6.9,3,7.0,2,8.2,0,4.8,2.4,1.8,1.4,Low,0
38,Male,Frontend Developer,4.9,Large,Remote,35.0,9.0,5.0,1,9.8,7.7,2.8,5.4,0,4.8,1,5.9,0,5.3,4.2,1.4,1.0,Low,0
49,Male,Frontend Developer,4.2,MNC,Remote,53.0,5.0,1.0,0,4.6,4.5,4.5,6.8,4,8.8,1,5.3,1,7.8,6.4,3.3,3.2,Low,0
51,Male,DevOps,7.5,Large,Remote,54.0,7.0,0.0,1,3.3,3.7,7.4,5.8,4,10.9,1,3.2,0,5.9,5.5,3.9,3.6,Moderate,0
50,Male,Data Scientist,8.5,Startup,Onsite,52.0,5.0,2.0,0,2.5,4.4,9.4,5.1,0,7.4,3,7.6,0,3.6,3.5,2.3,1.0,Low,0
27,Male,Software Engineer,14.1,Large,Hybrid,62.0,5.0,2.0,0,9.0,7.6,6.6,6.5,1,9.0,0,8.4,1,5.4,3.0,1.9,1.0,Low,0
45,Female,Software Engineer,4.3,Mid-size,Onsite,52.0,7.0,5.0,1,3.6,5.4,6.8,5.0,4,4.2,3,4.0,0,5.4,3.5,3.6,1.3,Low,0
50,Male,QA Engineer,7.9,MNC,Hybrid,60.0,12.0,4.0,3,8.9,3.5,4.7,8.4,1,5.4,5,5.2,1,9.0,6.0,4.0,4.9,Moderate,0
52,Male,QA Engineer,8.9,Large,Remote,52.0,5.0,6.0,0,5.0,6.3,4.1,5.0,4,8.2,3,5.4,0,5.7,4.7,3.9,2.3,Low,0
54,Male,Software Engineer,2.3,Mid-size,Onsite,59.0,7.0,6.0,1,5.8,3.9,5.5,6.4,5,6.3,5,9.3,0,5.6,3.0,1.2,1.7,Low,0
42,Non-binary,Backend Developer,7.1,Mid-size,Remote,36.0,11.0,9.0,0,5.0,4.3,6.1,5.5,3,4.4,1,3.8,0,6.4,4.7,3.9,2.0,Low,0
53,Female,DevOps,8.6,Mid-size,Remote,41.0,0.0,4.0,1,3.6,4.6,4.0,7.5,3,7.5,4,5.9,0,4.8,3.6,2.5,1.0,Low,0
44,Male,Frontend Developer,11.5,MNC,Remote,38.0,2.0,6.0,1,3.6,8.1,2.8,4.6,4,6.0,1,7.3,1,5.8,4.2,3.6,1.0,Low,0
54,Non-binary,Software Engineer,6.9,Large,Hybrid,43.0,6.0,3.0,0,5.7,6.9,6.6,8.3,0,9.6,2,4.8,1,3.9,4.0,1.4,1.0,Low,0
24,Male,Backend Developer,5.5,Startup,Remote,54.0,0.0,5.0,1,6.7,6.1,3.0,8.5,2,3.6,1,2.6,1,6.6,4.9,2.6,2.5,Low,0
39,Female,QA Engineer,2.6,Large,Onsite,52.0,0.0,2.0,2,4.8,2.4,5.1,3.5,2,8.0,0,9.3,0,7.0,4.6,4.7,2.4,Low,0
46,Male,Data Scientist,5.0,Large,Hybrid,36.0,16.0,5.0,0,4.1,5.4,4.6,5.9,1,9.2,2,6.0,0,7.4,4.6,5.9,3.0,Low,0
52,Female,Software Engineer,0.5,MNC,Remote,60.0,13.0,6.0,0,4.2,8.3,6.4,6.1,3,8.5,1,7.4,0,5.8,5.5,4.3,3.9,Moderate,0
24,Female,QA Engineer,7.5,Mid-size,Remote,49.0,0.0,7.0,2,8.4,7.0,4.9,7.3,7,9.4,1,8.2,0,4.2,1.0,1.9,1.0,Low,0
45,Female,ML Engineer,3.5,MNC,Remote,47.0,0.0,7.0,0,7.7,4.1,3.5,6.2,5,9.5,0,5.9,0,6.5,4.7,2.8,2.4,Low,0
53,Female,Software Engineer,2.5,Large,Remote,35.0,2.0,6.0,5,4.7,8.1,6.1,4.3,2,8.0,1,8.0,0,3.6,3.8,3.8,1.0,Low,0
43,Female,Software Engineer,1.0,Mid-size,Onsite,66.0,0.0,2.0,0,6.9,8.5,6.0,6.9,2,7.5,2,6.4,1,4.7,4.0,1.0,1.3,Low,0
44,Male,Product Manager,6.0,Startup,Remote,55.0,0.0,3.0,0,9.3,7.2,5.7,4.8,4,5.9,4,3.3,0,5.1,4.9,4.4,2.8,Low,0
23,Male,Data Scientist,4.8,Mid-size,Onsite,44.0,4.0,5.0,0,3.2,1.0,1.5,7.4,2,6.7,4,6.5,0,7.9,6.2,5.3,3.9,Moderate,0
48,Male,Software Engineer,6.8,MNC,Hybrid,52.0,2.0,2.0,1,10.0,7.5,9.0,7.7,0,6.3,3,6.8,1,4.5,2.9,1.0,1.0,Low,0
23,Male,Data Scientist,6.0,MNC,Onsite,51.0,6.0,0.0,1,3.6,4.8,1.2,6.5,4,7.2,3,6.2,0,7.8,4.6,3.8,3.8,Moderate,1
47,Female,Frontend Developer,0.0,Mid-size,Remote,44.0,6.0,6.0,2,2.1,7.2,8.1,6.5,0,8.4,1,4.0,0,2.9,4.0,1.6,1.0,Low,0
38,Non-binary,ML Engineer,3.8,Startup,Onsite,46.0,6.0,1.0,0,5.1,4.3,4.9,6.8,7,9.0,0,5.9,1,7.1,4.3,2.8,1.9,Low,0
54,Male,Software Engineer,6.4,Startup,Hybrid,49.0,4.0,1.0,1,4.4,3.5,4.9,7.5,3,9.2,4,4.7,0,5.2,5.3,2.7,1.8,Low,0
30,Female,Software Engineer,4.6,Large,Hybrid,36.0,6.0,4.0,0,7.9,5.9,3.7,5.3,1,10.3,2,4.6,0,7.0,6.7,4.5,2.4,Low,0
50,Female,Software Engineer,5.1,Mid-size,Onsite,30.0,7.0,3.0,0,5.5,4.3,3.7,6.0,5,4.1,3,6.7,0,5.8,2.9,1.9,1.6,Low,0
47,Female,Data Scientist,7.6,Startup,Onsite,50.0,6.0,1.0,4,7.4,2.1,6.0,7.0,2,10.2,2,6.7,0,6.5,4.5,3.3,2.6,Low,0
46,Female,ML Engineer,7.6,Large,Remote,54.0,0.0,9.0,4,8.4,9.1,7.2,6.8,0,6.9,2,6.0,0,4.3,4.0,2.2,1.0,Low,0
45,Female,Software Engineer,7.4,Startup,Hybrid,40.0,8.0,3.0,0,5.0,3.0,2.5,7.6,3,8.3,3,5.8,0,6.3,3.7,4.2,3.2,Low,0
34,Female,Frontend Developer,3.6,Startup,Hybrid,40.0,6.0,0.0,0,5.0,5.2,5.5,5.9,3,9.9,2,5.6,0,6.1,5.4,4.4,1.8,Low,0
28,Non-binary,Frontend Developer,6.5,Startup,Hybrid,48.0,9.0,5.0,2,7.3,8.1,7.5,6.2,3,10.2,0,1.0,1,5.0,5.2,1.7,1.0,Low,0
41,Female,Backend Developer,8.5,Large,Onsite,43.0,1.0,5.0,1,5.0,4.6,6.8,6.1,1,8.5,0,6.1,0,5.0,4.6,2.5,1.7,Low,1
22,Male,Software Engineer,4.1,Large,Hybrid,51.0,6.0,7.0,4,5.6,5.3,3.9,7.5,1,8.3,2,4.2,1,6.6,6.0,4.3,2.8,Low,0
29,Female,Backend Developer,3.1,Startup,Onsite,43.0,4.0,3.0,3,10.0,4.3,5.1,6.0,3,5.8,1,7.5,0,5.4,3.4,2.4,1.4,Low,0
37,Non-binary,Software Engineer,5.5,MNC,Onsite,50.0,0.0,2.0,1,5.4,8.6,4.7,6.5,5,5.3,3,3.0,0,6.0,4.3,3.8,2.1,Low,0
35,Female,DevOps,6.3,Startup,Onsite,50.0,7.0,4.0,0,5.2,5.5,4.3,7.7,3,12.9,0,4.3,0,6.2,6.1,4.4,2.8,Low,0
33,Male,Data Scientist,4.6,Startup,Remote,46.0,3.0,5.0,1,7.5,2.6,5.0,5.7,3,9.7,3,5.4,0,6.2,4.8,3.8,2.3,Low,0
44,Female,Software Engineer,0.1,MNC,Onsite,56.0,8.0,2.0,1,5.7,3.2,7.0,7.2,4,10.5,1,1.6,0,5.3,5.3,3.3,2.6,Low,0
36,Male,Frontend Developer,0.4,MNC,Hybrid,46.0,8.0,3.0,5,1.6,4.9,5.4,7.2,0,4.3,5,7.3,0,5.3,3.6,3.4,1.4,Low,0
49,Male,DevOps,4.3,Large,Onsite,50.0,5.0,4.0,0,4.6,2.9,7.3,6.5,2,8.1,3,4.7,0,5.3,5.1,3.8,1.2,Low,0
23,Male,Backend Developer,2.2,Mid-size,Hybrid,61.0,0.0,1.0,2,4.9,4.5,5.9,7.8,4,9.4,1,4.9,1,5.0,4.5,3.3,1.0,Low,0
53,Non-binary,Software Engineer,4.4,Large,Remote,37.0,2.0,4.0,0,5.8,6.3,2.2,4.7,0,3.9,2,8.9,1,5.7,3.2,2.3,1.0,Low,0
44,Male,Software Engineer,3.7,Mid-size,Remote,48.0,10.0,5.0,0,6.9,6.5,1.0,6.7,0,8.7,1,5.4,0,8.5,6.7,4.4,4.2,Moderate,0
43,Male,Backend Developer,5.3,MNC,Hybrid,59.0,4.0,5.0,4,2.9,5.8,4.9,5.0,2,7.1,2,5.9,0,7.3,4.9,3.7,4.1,Moderate,1
46,Male,Software Engineer,0.0,Startup,Hybrid,42.0,3.0,1.0,0,6.2,3.8,5.2,6.5,1,8.0,2,1.5,0,5.1,6.0,3.4,2.5,Low,0
43,Female,Frontend Developer,8.3,Mid-size,Remote,45.0,2.0,6.0,5,5.6,3.9,5.9,6.9,2,10.6,2,4.3,0,5.1,5.2,4.0,1.4,Low,0
43,Male,Software Engineer,5.1,Mid-size,Hybrid,44.0,9.0,2.0,0,1.9,6.4,2.1,6.3,3,11.5,2,5.2,1,6.7,5.2,2.3,2.4,Low,0
27,Female,QA Engineer,5.0,Large,Hybrid,45.0,11.0,6.0,0,3.2,4.1,3.8,8.8,5,8.4,3,9.4,0,6.1,3.9,2.8,2.9,Low,0
36,Male,Data Scientist,4.2,Startup,Remote,37.0,0.0,2.0,2,1.5,5.2,7.9,7.9,3,6.8,3,7.3,0,2.5,2.0,1.5,1.0,Low,0
54,Male,Software Engineer,8.7,Large,Hybrid,53.0,6.0,2.0,4,5.5,4.2,6.2,3.9,4,7.8,2,8.5,0,6.5,2.8,3.2,1.3,Low,0
29,Female,ML Engineer,5.2,Startup,Onsite,64.0,15.0,7.0,2,6.3,3.2,5.4,6.2,2,7.8,5,4.0,0,6.8,4.6,3.7,3.7,Moderate,0
26,Male,Data Scientist,2.5,Large,Remote,49.0,12.0,7.0,1,3.9,7.5,5.5,7.2,3,9.3,1,7.9,0,5.6,4.5,3.1,2.8,Low,0
25,Male,Frontend Developer,1.5,Startup,Remote,48.0,8.0,4.0,0,5.2,5.9,2.9,7.1,4,4.3,2,5.2,0,6.3,4.7,3.5,2.3,Low,0
27,Male,Product Manager,5.6,Startup,Hybrid,53.0,8.0,0.0,0,4.1,8.1,6.5,6.0,5,6.4,5,5.4,0,6.4,3.2,3.0,1.8,Low,0
53,Female,ML Engineer,9.3,Startup,Onsite,50.0,4.0,4.0,4,4.9,7.1,3.2,3.3,3,11.0,1,6.1,0,7.2,6.0,5.0,1.8,Low,0
51,Male,Frontend Developer,6.7,Startup,Remote,44.0,0.0,2.0,1,5.7,4.8,5.5,3.7,7,6.9,4,7.7,0,5.7,2.8,2.6,1.7,Low,0
37,Male,DevOps,4.9,MNC,Hybrid,43.0,10.0,4.0,3,6.0,2.2,7.6,6.9,4,9.3,3,5.0,0,5.2,5.2,2.6,1.8,Low,0
34,Male,Frontend Developer,0.0,MNC,Remote,53.0,1.0,4.0,0,5.5,3.7,4.9,8.4,1,12.0,3,7.7,0,5.4,4.0,2.0,2.0,Low,0
51,Female,Frontend Developer,5.9,MNC,Hybrid,63.0,2.0,8.0,0,9.4,6.6,9.3,6.0,3,8.0,3,3.2,1,3.7,5.1,1.9,1.0,Low,0
40,Male,ML Engineer,7.3,MNC,Hybrid,47.0,4.0,1.0,1,4.3,2.4,1.5,4.0,3,3.0,1,8.0,1,8.6,3.9,5.1,4.8,Moderate,0
38,Female,DevOps,0.0,Startup,Onsite,48.0,12.0,4.0,0,7.3,4.2,3.1,5.6,3,8.7,2,2.7,0,7.2,6.7,4.1,3.5,Low,0
40,Male,ML Engineer,10.5,Mid-size,Remote,54.0,1.0,4.0,5,4.6,4.4,5.7,8.2,2,8.8,5,4.0,0,5.5,5.0,4.5,1.3,Low,0
49,Male,Data Scientist,6.7,MNC,Hybrid,58.0,5.0,4.0,2,6.4,5.9,7.1,8.4,3,8.4,2,7.6,0,6.0,3.1,1.8,1.0,Low,0
